userId,game_id,owned
54,4911,5
54,3166,5
54,3210,5
54,451,5
54,4108,5
54,2236,5
54,4924,5
54,1223,5
54,2902,5
54,4524,5
54,2979,5
54,2597,5
54,4521,5
54,709,5
54,1151,5
54,2507,5
54,2467,5
54,2907,5
54,4577,5
54,4179,5
54,212,5
54,2429,5
54,315,5
54,1735,5
54,4053,5
54,2727,5
54,2557,5
54,939,5
54,1321,5
54,4591,5
54,3859,5
54,1417,5
54,106,5
54,3243,5
54,1241,5
54,4198,5
54,2314,5
54,4987,5
54,2826,5
54,2581,5
54,1250,5
54,1214,5
54,3845,5
54,5144,5
54,2748,5
54,3018,5
54,4562,5
54,650,5
54,3156,5
54,1363,5
54,1456,5
54,2307,5
54,4841,5
54,4610,5
54,984,5
54,3972,5
54,3212,5
54,2446,5
54,4494,5
54,2948,5
54,1731,5
54,65,5
54,1171,5
54,4313,5
54,3948,5
54,4933,5
54,4771,5
54,2194,5
54,5051,5
54,1129,5
54,228,5
54,2814,5
54,4937,5
54,1116,5
54,4474,5
54,3361,5
54,2305,5
54,3320,5
54,2665,5
54,1326,5
54,1258,5
54,4369,5
54,3371,5
54,3123,5
54,3275,5
54,3057,5
54,4661,5
54,3760,5
54,2829,5
54,2542,5
54,3905,5
54,541,5
54,3482,5
54,3730,5
54,1520,5
54,2884,5
54,157,5
54,2848,5
54,2935,5
54,4293,5
54,4387,5
54,55,5
54,3249,5
54,1420,5
54,3896,5
54,1323,5
54,111,5
54,1331,5
54,4813,5
54,4136,5
54,3521,5
54,3222,5
54,3453,5
54,134,5
54,862,5
54,1713,5
54,156,5
54,4655,5
54,464,5
54,937,5
54,2489,5
54,4364,5
54,883,5
54,2424,5
54,4639,5
54,337,5
54,877,5
54,3137,5
54,1857,5
54,1384,5
54,901,5
54,460,5
54,2679,5
54,4862,5
54,4712,5
54,4626,5
54,274,5
54,4846,5
54,2208,5
54,1095,5
54,3909,5
54,4980,5
54,3740,5
54,4835,5
54,2867,5
54,3462,5
54,1415,5
54,85,5
54,2201,5
54,4695,5
54,4030,5
54,4400,5
54,1707,5
54,2453,5
54,4767,5
54,4825,5
54,3775,5
54,4854,5
54,576,5
54,1788,5
54,4111,5
54,4209,5
54,2857,5
54,2351,5
54,685,5
54,2110,5
54,4061,5
54,2973,5
54,3473,5
54,1983,5
54,2440,5
54,1509,5
54,3046,5
54,4392,5
54,2629,5
54,4231,5
54,1458,5
54,4199,5
54,2790,5
54,135,5
54,1821,5
54,292,5
54,3887,5
54,2575,5
54,1854,5
54,5046,5
54,653,5
54,1223,5
54,964,5
54,964,5
54,3176,5
54,3176,5
54,4157,5
54,2010,5
54,878,5
54,188,5
54,3895,5
54,4734,5
54,3426,5
54,309,5
54,1783,5
54,4797,5
54,3911,5
54,4677,5
54,1260,5
54,2009,5
54,3125,5
54,1743,5
54,4614,5
54,1578,5
54,2810,5
54,980,5
54,3921,5
54,1268,5
54,4962,5
54,3582,5
54,617,5
54,4807,5
54,2402,5
54,3944,5
54,656,5
54,2048,5
54,2653,5
54,2828,5
54,476,5
54,266,5
54,3522,5
54,2077,5
54,4427,5
54,2877,5
54,3460,5
54,2150,5
54,619,5
54,3989,5
54,252,5
54,3126,5
54,3812,5
54,2530,5
54,2332,5
54,609,5
54,804,5
54,3529,5
54,2458,5
54,1002,5
54,1504,5
54,798,5
54,4173,5
54,313,5
54,4620,5
54,468,5
54,4969,5
54,3191,5
54,4622,5
54,3429,5
54,1987,5
54,261,5
54,470,5
54,4055,5
54,2626,5
54,557,5
54,2566,5
54,1477,5
55,4792,5
56,4792,5
56,4587,5
57,4792,5
57,559,5
58,286,5
58,3212,5
58,2850,5
58,2947,5
58,4358,5
58,2427,5
58,1333,5
58,610,5
58,106,5
58,4210,5
58,1795,5
58,50,5
58,3509,5
58,2624,5
58,3073,5
58,4792,5
58,332,5
58,915,5
58,3410,5
58,729,5
58,3791,5
58,2808,5
58,2128,5
58,5153,5
